Codigo;Componente;Tema;Articulo;Texto_Articulo;Activo
ORD-566;Normas de arquitectura y construcción;Lonas y marquesinas.;Artículo 566;"En las áreas históricas se permite el uso de lonas de protección solar sobre accesos, vitrinas y
ventanas; y de marquesinas sobre accesos siempre y cuando sean de estructura liviana con sujeciones
en la fachada y cuya altura útil respecto a la acera no sea menor a dos metros cincuenta centímetros.
Serán reversibles y de considerarlo necesario, el Municipio podrá disponer su retiro. Tendrá una
proyección máxima hacia la calle de un metro veinte centímetros, siempre y cuando no vaya más allá
de los 0.20 m. antes del borde de acera. Esta disposición es aplicable para todas las áreas urbanas de
Riobamba.";Sí
ORD-567;Normas de arquitectura y construcción;Normas para nuevas edificaciones.;Artículo 567;"Las nuevas edificaciones integradas a las existentes en las áreas históricas (Centro Histórico de
Riobamba) y núcleos históricos parroquiales deberán cumplir con las siguientes normas:
a) Se respetará la línea de cubiertas del entorno inmediato en el que se inscribe la nueva
edificación, ya sea tramo o manzana, así como pendientes y material de entechado. Cuando
la característica predominante sea la de cubiertas inclinadas, las cubiertas planas de la nueva
edificación no podrán superar el 35% de la superficie cubierta del proyecto. Cuando no sea
este el caso, no superará el porcentaje medio de cubiertas planas de la manzana en la que se
inscribe el proyecto para lo cual presentará la demostración gráfica correspondiente.
b) Se respetará la tipología de patios existentes. Se establece como mínimo, un área abierta de
veinticuatro metros cuadrados y dimensiones de seis por cuatro metros, fuera de galerías, las
mismas que deberán tener por lo menos un metro veinte centímetros de ancho.
c) Para la determinación de las dimensiones de los patios no se considerarán los aleros. Cuando
las dimensiones del lote o del área de edificación reglamentaria no admitiesen cumplir con
esta disposición, se aceptarán dimensiones que en ningún caso uno de sus lados sea inferior
a tres metros y área mínima de doce metros cuadrados.
d) La ubicación de bloques de escaleras no deberá afectar la estructura tipológica ni las fachadas
del inmueble.
e) Los zaguanes de acceso principal podrán ubicarse al centro o a los costados de la edificación
propuesta, y su ancho mínimo será de un metro ochenta centímetros.
f) El diseño de fachadas de nueva edificación integrada a conjuntos históricos se regirá en su
composición a la proporción dominante entre vanos y llenos del tramo en el que se inscribe
el proyecto, así también tendrá como referencias de proyecto las líneas de entrepiso, líneas
de dintel y base de vanos y/o balcones que determinan, en primer lugar, las edificaciones
contiguas, y en general las predominantes del tramo.
g) Así mismo, se tomará como referente del proyecto, revestimientos, texturas y carpinterías
predominantes del tramo. Si bien podrían darse planteamientos alternativos que difieran en
algún sentido con esta norma, para su consideración deberán estar fehacientemente
sustentadas y conceptualmente apoyadas para que constituyan un nuevo aporte de la
arquitectura de integración.
h) Es posible incorporar en el diseño de nuevas fachadas elementos ornamentales, en
concordancia con la tipología que prevalece en su entorno inmediato.
i) La altura de planta baja, a no ser por razones de las pendientes del terreno, no será menor a
la altura de los otros pisos.
j) Las ventanas serán preferentemente rectangulares y de composición vertical. El tramo
mínimo entre medianera y vano será de ochenta centímetros. La distancia mínima entre vano
y alero o cornisa será también de ochenta centímetros. Las ventanas tipo vitrina en planta
baja no podrán superar las siguientes dimensiones: ancho un metro ochenta centímetros;
altura dos metros cincuenta centímetros desde el nivel de acera, con un antepecho mínimo de
sesenta centímetros. Siempre la altura neta de ventana tipo vitrina debe ser mayor que el
ancho con por lo menos cincuenta centímetros con el propósito de mantener la verticalidad
de vanos.
k) No se permiten los volados de ambientes cerrados de cualquier tipo. El volado máximo de
los balcones y cornisas será de ochenta centímetros. Cuando la edificación contemple aleros,
el volado de éstos será de cincuenta y cinco centímetros como mínimo y de ochenta
centímetros como máximo, excepto cuando se trate de edificación nueva integrada a una
existente cuya característica original presente dimensiones diferentes. Deberán contar con
canales para recolección de aguas lluvias.
l) Todos los elementos sobresalidos de fachada a más de cumplir con las especificaciones
anteriores, observarán las disposiciones emanadas para el efecto por la Empresa prestadora
del servicio de energía eléctrica.
m) Todos los elementos sobresalidos de fachada a más de cumplir con las especificaciones
anteriores, serán inferiores en por lo menos veinte centímetros al ancho de la acera; y,
n) La composición volumétrica en general y de fachadas y elementos integrantes de la misma
en particular, deberán responder adecuadamente (con las demostraciones gráficas que sean
necesarias) a la integración de la nueva edificación en el entorno y a la restitución de la
imagen urbana.";Sí
ORD-568;Normas de arquitectura y construcción;Alcance.;Artículo 568;"Podrán sujetarse a las normas del régimen de propiedad horizontal las edificaciones que alberguen
dos o más unidades de vivienda, oficinas, comercios u otros bienes inmuebles que de acuerdo a la
Ley de Propiedad Horizontal y su Reglamento, sean independientes y que puedan ser enajenados
individualmente.
En el caso de conjuntos habitacionales, comerciales, industriales u otros proyectos ubicados en las
áreas urbanas de la ciudad y las cabeceras parroquiales, que se desarrollen bajo este régimen, se
someterán a la trama vial existente o planificada.";Sí
ORD-569;Normas de arquitectura y construcción;Normas aplicables.;Artículo 569;"Las edificaciones que se constituyan bajo el régimen de propiedad horizontal se sujetarán a las
regulaciones de uso, utilización del suelo y densidad de población, contemplados en la normativa
vigente y las especificaciones contenidas en las Normas de Arquitectura y Urbanismo.";Sí
ORD-570;Normas de arquitectura y construcción;Clasificación por unidades destinadas a propiedad horizontal.;Artículo 570;"Para la clasificación por unidades destinadas a vivienda, comercio u oficinas se estará a lo dispuesto
en el siguiente cuadro:
GRUPO
A
De 2 a 10
2 a 20
2 a 40
B
De 11 a 20
21 a 40
41 a 80
C
De 21 a 40
41 a 80
81 a 160
D
De 41 a 70
81 a 140
161 a 280
E
>71
> 141
> 281";Sí
ORD-571;Normas de arquitectura y construcción;Provisión obligatoria de áreas comunales.;Artículo 571;"Las edificaciones a declararse en propiedad horizontal, deberán destinar una superficie para áreas
comunales siguiendo las siguientes reglas:
Cuando existen proyectos de más de cinco unidades familiares independientes o en proyectos
desarrollados en lotes mayores a 500 m2, se deberá dejar al menos el 15% del área del predio para
destinarlo a áreas de recreación y equipamiento comunal, las mismas que serán administradas de
conformidad con lo que establece el estatuto general de copropietarios. El área verde deberá
entregarse de forma unificada la cual será accesible para todos los condóminos.
Se prohíbe el cambio de uso de estas áreas sobre todo si se destinare alícuotas de alguno de los
copropietarios.
En edificios o proyectos de propiedad horizontal en desarrollo vertical se deberá destinar al menos el
15% del área del predio para áreas comunitarias y recreativas las mismas que se preferirá ser ubicadas
en terrazas o en planta baja
Estas áreas no son transferibles a la Municipalidad.";Sí
ORD-572;Normas de arquitectura y construcción;Espacios comunales.;Artículo 572;"Las edificaciones constituidas bajo el régimen de propiedad horizontal; para la construcción de los
espacios comunales de uso general se destinará al menos el 7.5% del área del terreno y se sujetarán a
la clasificación constante en el artículo anterior.
Los espacios de uso comunal se clasifican en: áreas edificadas y no edificadas; las áreas no edificadas
podrán ser: áreas verdes recreativas, retiros (frontales laterales y/o posteriores), áreas de circulación
(peatonal y vehicular); las que se sujetarán a las siguientes disposiciones:
Áreas edificadas:
a) Los grupos B, C, D y E tendrán una unidad habitacional mínima no menor a 9.5 m2, para ser
utilizada por el portero o conserje, esta área incluirá medio baño, o en su defecto, facilidades
para servicios de guardianía externa. El grupo B, tendrá una sala comunal de copropietarios,
con un área que será calculada conforme a esta Ordenanza que, en ningún caso, será inferior
a veinte metros cuadrados.
b) Para los grupos C, D y E, la sala comunal será igual a un metro cuadrado por unidad de
vivienda o su equivalente para comercios y oficinas con un máximo de cuatrocientos metros
cuadrados. El grupo E, tendrá una guardería de acuerdo a las disposiciones de esta
Ordenanza, tomando como mínimo un metro cuadrado por departamento, con un máximo de
cuatrocientos metros cuadrados.
c) Se podrán ubicar las áreas comunales en las terrazas de los edificios, ocupando como máximo
el cincuenta por ciento del área. Esta construcción no será contabilizada en el número de
pisos del edificio.
d) Los equipamientos comunales ubicados en subsuelo, no se contabilizarán como piso útil,
siempre y cuando no superen el cincuenta por ciento del coeficiente de ocupación del suelo
establecido en la zonificación.
e) Edificios para centros comerciales.- En general para centros comerciales se requerirá:
baterías sanitarias, guardianía, oficina de administración, sala de copropietarios, en ningún
caso será menor a 20 metros cuadrados ni mayor a cuatrocientos metros cuadrados, los
estacionamientos para clientes estarán de acuerdo a lo establecido en el capítulo IV, Sección
Décima Tercera de esta Ordenanza.
f) Para centros comerciales populares se requerirá: baterías sanitarias, guardianía, guardería
infantil de acuerdo a lo establecido en esta Ordenanza, oficina de Administración, sala de
copropietarios en ningún caso será menor a 20 metros ni mayor a cuatrocientos metros
cuadrados, los estacionamientos para clientes, estarán de acuerdo a lo establecido en el
g) En edificios para oficinas se requerirá: para los grupos B,C,D,E lo que indique el cuadro del
resumen de requerimientos, y cuando se supere el número de 10 oficinas se deberá prever
adicionalmente espacios para: guardianía, oficina de Administración, sala de copropietarios
en ningún caso será menor a 20 metros cuadrados ni mayor a cuatrocientos metros cuadrados
de acuerdo a lo establecido en esta Ordenanza. Se proveerá de una unidad sanitaria para el
público (inodoro, lavabo y urinario). Para el caso de edificaciones de hasta 15 unidades de
oficinas no se requerirá conserjería, área de reuniones ni área administrativa.
h) Para edificaciones de estacionamientos se requerirá: baterías sanitarias, oficina de
Administración, guardianía, sala de copropietarios en ningún caso será menor a 20 metros
cuadrados ni mayor cuatrocientos metros cuadrados.
i) Para edificaciones de bodegas se requerirá: guardianía, oficina de Administración y
estacionamientos para clientes, los que se calcularán de acuerdo a lo establecido en esta
Ordenanza.
j) Las edificaciones en propiedad horizontal a más de sujetarse a las especificaciones anteriores
se observarán las siguientes disposiciones especiales:
Cisterna y equipo de bombeo: Toda edificación de una altura mayor a cuatro pisos que vayan a ser
declaradas en propiedad horizontal de los grupos B, C, D y E; las comerciales del nivel zonal (CZ) y
de ciudad o cantonal (CM); las industrias de mediano impacto (I2), alto impacto (I3) y peligrosa (I4),
así como las destinadas a equipamiento de servicios sociales y de servicios públicos a nivel zonal, de
ciudad o cantonal están obligadas a incluir dentro de las instalaciones de agua potable, cisternas con
capacidad para abastecimiento de un día y el equipo de bombeo para la distribución de caudales.
Gas: Las edificaciones de uso residencial en propiedad horizontal, grupos D y E podrán considerar
un sistema central de almacenamiento de gas licuado de petróleo, para ser distribuido por tubería a
cada unidad de vivienda o departamento de conformidad con las normas establecidas por el INEN y
las constantes en esta Ordenanza.
Casilleros postales: Toda edificación en propiedad horizontal, grupos C, D y E, contará con casilleros
para el servicio postal.
Radio y televisión: En todas las edificaciones destinadas a uso residencial grupos D y E, se podrá
instalar antenas colectivas de televisión y enlaces de radio difusión en frecuencia modulada. Cuando
se instalare una antena receptora de señal de televisión vía satélite, esta deberá emplazarse en el sitio
del edificio en que menor impacto visual cause.
Cada unidad de vivienda tendrá un área de lavado y secado.
En las áreas históricas, las edificaciones patrimoniales podrán disponer de instalaciones de lavado y
secado comunales.";Sí
ORD-573;Normas de arquitectura y construcción;Áreas verdes recreativas.;Artículo 573;"a) En conjuntos habitacionales de los grupos A, B, C, D y E, tendrán un área recreativa de al
menos el 7.5% del área del predio.
b) Para el cálculo de estas áreas no se tomarán en cuenta las superficies destinadas a circulación
vehicular y peatonal. Los retiros frontales en zonas de uso residencial, podrán ser tratados
como espacios comunitarios sin divisiones interiores, debiendo ser encespedados y
arborizados.
c) En las áreas históricas, podrán computarse como área recreativa los patios, jardines y áreas
no edificadas, a excepción de circulaciones peatonales y vehiculares establecidas como tales.
d) No podrán ser destinadas para áreas verdes recreativas de uso comunal las áreas de protección
de ríos y quebradas.
e) Las áreas destinadas a fajas de protección por quebradas, ríos, o cualquier otra afectación no
son computables para el cálculo del 15% establecido en el presente artículo.";Sí
ORD-574;Normas de arquitectura y construcción;Áreas de circulación peatonal y vehicular.;Artículo 574;"Su diseño se sujetará a las disposiciones de las especificaciones mínimas de vías urbanas y de las
Normas de Arquitectura.
A
Ninguno
ESPACIOS
CONSTRUIDOS
B/C/D/E
Área
mínima para
9.50 m2 de área útil o guardianía
portero o conserje
en un área no menor a 5 m2
B
Sala de Copropietarios
De acuerdo a la presente
Ordenanza. No inferior a 20 m2
C/D
Sala de Copropietarios
1
m2
por unidad de
vivienda o su equivalente para
comercios y oficinas, con un área
mínima de 21m2.
E
Sala de Copropietarios,
De acuerdo a la presente
sala de uso múltiple
Ordenanza.
1 m2 por unidad de vivienda un
área mínima de 72 m2
C/D/E
Depósito de basura
4 m2
Edificios
para
Baterías
sanitarias,
1 m2 por cada 50 m2 de
centros
guardianía,
oficina
de
comercio, mínimo 20 m2.
Comerciales
administración, Sala de
De acuerdo a la presente
Copropietarios.
Ordenanza
Estacionamientos
Centros
comerciales
1 m2 por cada 25 m2 de
populares:
baterías
comercio, mínimo 20 m2.
sanitarias,
guardería
De acuerdo a la presente
infantil, guardianía, oficina
Ordenanza
de Administración, sala de
Copropietarios.
Estacionamientos clientes
Edificios
para
Guardianía,
Oficina
de
1 m2 por cada 50 m2 de oficinas,
oficinas
Administración, sala de
mínimo 20 m2.
Copropietarios
Edificios
de
Baterías
sanitarias
0.50
m2
por
cada
Estacionamientos
Guardianía,
Oficina
de
estacionamiento, mínimo 20 m2.
Administración, sala de
Copropietarios
Edificios
para
Guardianía,
Oficina
de
De
acuerdo a la presente
bodegas
Administración,
Ordenanza
estacionamiento clientes
ÁREAS VERDES
A/B/C/D y E
De
acuerdo a la presente
RECREATIVAS
Ordenanza
ÁREAS
De
acuerdo a la presente
CIRCULACIÓN
Ordenanza
PEATONAL
Y
VEHICULAR";Sí
ORD-575;Normas de arquitectura y construcción;Limitaciones en áreas históricas.;Artículo 575;"En las áreas históricas patrimoniales, además de las casas inventariadas en las áreas de rehabilitación
urbana y barrios con inventario selectivo, no se permitirá la constitución de los grupos D y E en usos
de comercio y oficinas, a excepción de mercados municipales que se transfieran a propiedad
particular. Los locales de oficinas y/o de comercios, inclusive los de centros comerciales, tendrán un
área neta no menor a seis metros cuadrados cada uno, aparte de las circulaciones y servicios.
Solamente los centros comerciales populares de iniciativa institucional (municipales o mixtas) podrán
considerar locales de menor superficie, con un mínimo de 1.80 x 1.80 metros.";Sí
ORD-576;Normas de arquitectura y construcción;Especificaciones especiales en áreas históricas.;Artículo 576;"Las edificaciones a constituirse bajo el régimen de propiedad horizontal, en las áreas históricas
patrimoniales, se sujetarán a las disposiciones específicas para dichas áreas, y a las siguientes según
su grado de protección y su nivel de intervención:
a) Las edificaciones existentes que se acojan al régimen de propiedad horizontal estarán exentos
de dejar el 7.5% del área del predio correspondiente al área verde.
b) Se entenderá por pasaje común, según lo estipulado en el artículo 1 de la Ley de Propiedad
Horizontal, a galerías, escaleras, zaguanes o patios, de acceso libre para todos los
copropietarios.
c) Las unidades independientes pueden constituirse por crujías, permitiéndose la organización
interna en dos plantas (tipo ""dúplex"") con vinculación vertical interna. Esta organización no
implicará la modificación de corredores, galerías, escaleras, zaguanes, ni patios, debiendo
respetarse la tipología estructural y la expresión arquitectónica de fachadas, tanto exteriores
como interiores.
d) También podrán constituirse las unidades independientes por pisos o partes de los mismos,
siempre y cuando, los entrepisos y las paredes entre unidades, tengan características
constructivas que garanticen privacidad.
e) Los entrepisos entre unidades, podrán ser de cualquier sistema constructivo o material
compatible con el sistema soportante de la edificación. De tratarse de entrepisos de madera o
acero, se colocará un cielo raso, en cuyo interior se alojará material aislante acústico
incombustible.
f) Las circulaciones interiores, tanto horizontales como verticales, se sujetarán a lo establecido
en esta Ordenanza.
g) Las divisiones entre unidades de vivienda (pared de mamposterías u otros materiales
similares), tendrán un espesor mínimo de quince centímetros (0.15 m). Estas divisiones
sellarán inclusive el espacio de tumbado hasta alcanzar la rasante interior del entechado.
h) Los entrepisos entre unidades podrán ser de cualquier sistema constructivo o material
compatible con el sistema soportante de la edificación. De tratarse de entrepisos de madera o
acero, se colocará un cielo raso, en cuyo interior se alojará material aislante acústico
incombustible;
i) Las circulaciones interiores, tanto horizontales como verticales, se sujetarán a lo establecido
en las Normas de Arquitectura y Urbanismo y en la presente ordenanza;
j) Las edificaciones podrán disponer de instalaciones de lavado y secado comunales, siempre y
cuando se trate de un proyecto colectivo (mínimo 5 unidades de vivienda) de carácter
comprobadamente social, aprobado por la Dirección de gestión de Patrimonio;
k) Podrá computarse como área recreativa los patios, jardines, terrazas y áreas no edificadas, a
excepción de circulaciones peatonales y vehiculares establecidas como tales, sin que haya
límite en su número hasta completar el área requerida;";Sí
ORD-577;Normas de arquitectura y construcción;Alcance.;Artículo 577;"Las residencias universitarias podrán estar constituidas por habitaciones individuales y/o habitaciones
de un solo ambiente.
Se considerará Residencia Universitaria cuando se proyecten más de 4 habitaciones individuales y/o
de un solo ambiente.";Sí
ORD-578;Normas de arquitectura y construcción;Estacionamientos.;Artículo 578;"Para las Residencias universitarias se considerará un estacionamiento por cada 5 habitaciones. De
igual manera se deberá plantear estacionamientos de vehículos menores o ligeros (Bicicleta,
motocicletas), asumiendo el área de un vehículo por cada dos pisos o fracción.";Sí
ORD-579;Normas de arquitectura y construcción;Recepción.;Artículo 579;"Las residencias universitarias contarán con una recepción con un área mínima de 12,00 m2., cuyo
lado menor será de 2,60 m. Adicionalmente deberán contar una oficina para administración, que
cumpla con las áreas mínimas establecidas de un lugar habitable.";Sí
ORD-580;Normas de arquitectura y construcción;Espacios comunes.;Artículo 580;"El cuidado de los espacios comunes de las residencias universitarias, se establecerán en la memoria
técnica que formará parte del proyecto.";Sí
ORD-581;Normas de arquitectura y construcción;Servicio de Mantenimiento.;Artículo 581;"Las Residencias universitarias deberán contar con una bodega para el almacenamiento de los
implementos de limpieza y mantenimiento, siendo este una bodega por piso o una que cubra con toda
la residencia. Con un área mínima de 4m2.";Sí
ORD-582;Normas de arquitectura y construcción;Terraza.;Artículo 582;"De contar con una terraza accesible, deberá ser de uso comunal de los residentes de la misma, esto
deberá establecerse dentro del modelo de gestión, y contener las debidas protecciones de seguridad.";Sí
ORD-583;Normas de arquitectura y construcción;Instalaciones de Telecomunicaciones, Televisión y Video Vigilancia.;Artículo 583;"Cada habitación deberá contar con estos servicios de ser requeridos por el arrendatario de la
habitación. Estos gastos serán responsabilidad del arrendatario, bajo conocimiento y autorización del
administrador.
Todos los espacios de uso comunal deberán contar con servicio de video vigilancia.";Sí
ORD-584;Normas de arquitectura y construcción;Internet.;Artículo 584;"Las residencias universitarias constaran de un servicio de internet proporcionado por la
administración de la misma. Siendo un router o un Access Point por planta. Otorgando cobertura a
todas las habitaciones. Este deberá presentar una Factibilidad del proveedor del servicio, adjuntando
una memoria técnica de las especificaciones de los equipos a ser implementados. Se podrá
implementar el uso de extensores de señal o repetidores con el fin de establecer una cobertura por
planta.";Sí
ORD-585;Normas de arquitectura y construcción;Modelo de gestión.;Artículo 585;"Se presentará un modelo de gestión del funcionamiento de la residencia estudiantil adjunto a la
memoria técnica, donde se detallarán las normas de convivencia de los estudiantes, y se explicará sus
responsabilidades dentro de la residencia, de igual manera se explicará los valores a ser cobrados
dentro del arriendo (Servicios de mantenimiento de espacios comunales, agua, luz, internet).";Sí
ORD-586;Normas de arquitectura y construcción;Restricciones.;Artículo 586;"Las edificaciones que fueren aprobadas y construidas con el uso de Residencias Universitarias, en
ningún caso podrán ser declaradas en Propiedad Horizontal, mientras mantengan este uso.";Sí
ORD-587;Normas de arquitectura y construcción;Habitaciones Individuales.;Artículo 587;"Toda habitación individual dispondrá del espacio mínimo, ninguna de cuyas dimensiones será menor
a 2.70 m., cumpliendo las dimensiones antropométricas para:
1 cama individual de 80*190 más un velador
●
●
1 escritorio de dimensiones mínimas 60*120
●
1 closet de dimensiones mínimas 60*120
●
1 baño que deberá cumplir con las dimensiones mínimas establecidas en esta Ordenanza.
En el caso de Residencias universitarias constituidas por habitaciones individuales éstas deberán
obligatoriamente brindar el servicio de alimentación o en su defecto contar con una cocina de uso
común cumpliendo con las dimensiones de la presente ordenanza, en ningún caso podrá tener una
superficie menor a 4,50 m2 ninguna de cuyas dimensiones laterales será menor a 1,50 m y dentro de
la que deberá incluirse obligatoriamente un mesón de trabajo de un ancho no menor a 0,55 m. La
cocina deberá calcularse en relación al número de ocupantes de la edificación siendo este mínimo 1
área de cocina por cada 5 habitaciones.
En el caso de no proveer del servicio de lavandería se deberá proporcionar instalaciones de lavandería
accesibles a base de 1 lavadora y secadora por cada 5 habitaciones, estas serán consideradas dentro
de los espacios comunes.";Sí
ORD-588;Normas de arquitectura y construcción;Habitaciones De Un Solo Ambiente.;Artículo 588;"Toda habitación de un solo ambiente, ninguna de cuyas dimensiones será menor a 2.70 m., el diseño
o propuesta deberá contener:
●
1 cama individual de 80*190 más un velador
●
1 escritorio de dimensiones mínimas 60*120
●
1 closet de dimensiones mínimas 60*120
●
1 baño que deberá cumplir con las dimensiones mínimas de esta ordenanza
●
1 cocina o kitchenette con el mobiliario y equipamiento mínimo para su adecuado
funcionamiento siendo este: 1 lavabo, 1 microondas o anafe y 1 refrigerador. Este teniendo
un área libre de 1 m2 de trabajo y un lado mínimo de 2.5 m.
Se podrá proponer espacios comunes, en relación al número de ocupantes de la edificación, pudiendo
ser 1 por cada planta. Cumpliendo con lo establecido en el Capítulo IV, NORMAS POR TIPO DE
EDIFICACIÓN, SECCIÓN PRIMERA Edificios para Habitación, dimensiones mínimas de locales.
Adicionalmente en el caso de no proveer del servicio de lavandería se deberá proporcionar
instalaciones de lavandería accesibles a base de 1 lavadora y secadora por cada 5 habitaciones.
La licencia de Obra Mayor deberá tener fiel cumplimiento del proyecto aprobado para la obtención
del Informe Aprobatorio de Finalización de obras, este será el único habilitante para que la edificación
entre en funcionamiento. Para residencias universitarias de ser necesario se podrá considerar la
obtención de la licencia de edificación de obra mayor por etapas, para lo cual el proyectista presentará
el cronograma de obra de construcción y sus etapas.";Sí
ORD-589;Normas de arquitectura y construcción;Alcance.;Artículo 589;"Las Normas de Arquitectura y Construcción están encaminadas a generar espacios funcionales que
cubran las necesidades de habitabilidad de los usuarios, con el objetivo de que las actividades se
desarrollen bajo parámetros de salubridad y seguridad. Esta normativa es específica para los
establecimientos correspondientes a la zona de tolerancia.";Sí
ORD-590;Normas de arquitectura y construcción;Aforo.;Artículo 590;"El aforo máximo de los centros de tolerancia será de 200 personas. No se permite ninguna actividad
complementaria en el mismo lote, de acuerdo a la normativa de uso de suelo establecida. El área
mínima por persona se calculará de acuerdo al siguiente cuadro:
nc: número de clientes; np: número de personal; nh: número de habitaciones
A es el área requerida, Co es la carga de ocupación o aforo y FCo es el factor aplicado al área de
acuerdo a parámetros en base a análisis de edificaciones existentes.
La altura mínima de entrepiso en las áreas públicas A1 y A2 será de 3.60 m; en las áreas
administrativas B1, B2 y B3, áreas privadas C1 y C2 y baterías sanitarias A3, B3 y C3 será de 2.40
m.";Sí
ORD-591;Normas de arquitectura y construcción;Ventilación.;Artículo 591;"La ventilación de los locales debe garantizar la calidad del aire interior, así como su correcta
circulación. Para dar cumplimiento a este requerimiento, se puede hacer uso de sistemas de
ventilación natural o en su defecto, se realizará a través de sistemas mecánicos como ventiladores o
extractores de aire.
Los espacios habitables deberán contar con ventilación directa. La ventilación deberá hacerse a través
de ventanas altas corredizas o abatibles, tipo tarjeta o por medios mecánicos directo hacia el exterior.
Para las áreas públicas se calculará el volumen mínimo a razón de 7.00 m3 por asistente; debiendo
asegurarse en todo caso un perfecto sistema de ventilación, sea esta natural o mecánica, que asegure
la permanente pureza y renovación del aire de por lo menos cuatro veces en una hora.";Sí
ORD-592;Normas de arquitectura y construcción;Iluminación.;Artículo 592;"La iluminación natural requerida en espacios habitables deberá asegurarse a través de ventanas altas
(antepecho mínimo 1.60 m), lucernarios, elementos translúcidos o polarizados que no permitan la
visibilidad de las actividades interiores desde el espacio público.
La iluminación artificial deberá garantizar la visibilidad en espacios de circulación y evacuación.
Ningún espacio podrá permanecer sin iluminación.";Sí
ORD-593;Normas de arquitectura y construcción;Isonorización.;Artículo 593;"Los locales que dispongan de pistas de baile, tarimas o áreas similares deberán insonorizar dichas
áreas para evitar la contaminación por ruido para lo cual se presentará un plan de insonorización que
deberá ser aprobado por la Dirección de Ambiente, Salubridad e Higiene. El aislamiento acústico se
hará con materiales resistentes al fuego, para evitar la propagación de elevados niveles de presión
sonora y vibración.";Sí
ORD-594;Normas de arquitectura y construcción;Circulaciones y accesos.;Artículo 594;"La finalidad de la circulación es conectar los espacios y permitir el acceso a los mismos. Son
elementos fundamentales que permiten a los usuarios desplazarse entre ambientes o locales interiores
y exteriores y salvar los desniveles de una edificación. Las circulaciones deben estar libres de
obstáculos, estar correctamente iluminadas y señalizadas y adecuadamente ventiladas.
El ancho mínimo de pasillos será de 1.20 m. El ancho mínimo exigido en los pasillos podrá ser
reducido en un 12.5% cuando sólo existan habitaciones a un solo lado de aquellos.
Las puertas de paso o elementos de cierre de las habitaciones pueden ser abatibles o corredizas. No
podrán abatirse sobre áreas de circulación o evacuación.
La dimensión mínima de puertas de paso o elementos de cierre deberá asegurar un área libre de 80
cm.
No existirá comunicación con otros locales o inmuebles aledaños ya sea a través de puertas o tabiques
desmontables.
Las vías de evacuación o corredores de circulación peatonal incluyendo pasillos, escaleras o rampas
deberán contar con iluminación de emergencia en toda la vía de evacuación. Y la o las puertas de
acceso deberán comunicar directamente a un espacio exterior para facilitar la evacuación en casos de
emergencia, deberán ser abatibles hacia el espacio público o de doble batiente. No podrán permanecer
abiertos si obstaculizan la circulación sobre el espacio público.
La dimensión mínima de la puerta de acceso principal debe asegurar un área libre de 120 cm.";Sí
ORD-595;Normas de arquitectura y construcción;Salidas de emergencia.;Artículo 595;"Deberá existir una salida de emergencia por cada nivel del establecimiento, las mismas que deberán
permitir el desalojo del local en un máximo de 2.5 minutos.
Tendrán salida directa a la vía pública o lo harán por medio de circulaciones con anchura mínima
igual a la suma de las circulaciones que desemboquen en ellas.
Deberán disponer de iluminación adecuada y en ningún caso, tendrán acceso o cruzarán a través de
locales de servicio tales como cocinas, bodegas y similares.
Las salidas de emergencia no deberán estar bloqueadas o cerradas por ningún motivo.
Las puertas de emergencia siempre serán abatibles hacia el exterior sin que sus hojas obstruyan
pasillos o escaleras. Contarán con dispositivos que permitan su apertura con el simple empuje de los
concurrentes. La dimensión mínima de las puertas de emergencia deberá asegurar un área libre de
105 cm. Cuando comuniquen con escaleras, entre la puerta y el desnivel inmediato deberá haber un
descanso con una longitud mínima de 1.20m. No habrá puertas simuladas ni se colocarán espejos en
las mismas.";Sí
ORD-596;Normas de arquitectura y construcción;Escaleras.;Artículo 596;"Las escaleras deberán tener un ancho mínimo de 1.20 m, con una huella mínima de 28 cm. En ningún
caso podrán ser compensadas. El descanso deberá tener como dimensión mínima el ancho de la
escalera. Deberán contar con pasamanos como elemento de soporte en ambos lados. Además,
cumplirán con los requisitos pertinentes estipulados en la Sección Tercera y Sexta de esta ordenanza";Sí
ORD-597;Normas de arquitectura y construcción;Generador de emergencia.;Artículo 597;"El establecimiento deberá contar con una planta de fuerza y energía eléctrica capaz de suministrar
energía a las áreas públicas y de circulación por un tiempo mínimo de 2 horas. Dichas áreas de
máquinas y generador eléctrico deberán estar insonorizadas.";Sí
